customer_id,membership_start_date,membership_end_date,membership_status
81,1984-07-25,1987-08-06,Free
81,1985-04-27,1989-06-26,Free
81,1985-06-16,1989-10-29,Non-member
81,1985-12-23,1991-02-16,Paid
81,1986-04-30,1992-01-02,Free
81,1986-07-19,1992-07-20,Free
81,1987-04-07,1994-05-06,Paid
81,1987-06-28,1994-11-27,Paid
81,1987-08-15,1995-03-27,Free
81,1987-09-08,1995-05-26,Free
81,1987-11-13,1995-11-07,Paid
81,1987-12-09,1996-01-11,Paid
82,1983-01-08,1983-09-26,Paid
82,1983-01-24,1983-11-05,Paid
82,1984-07-13,1987-07-07,Non-member
82,1985-07-18,1990-01-17,Paid
82,1985-10-10,1990-08-15,Paid
82,1985-10-24,1990-09-19,Non-member
82,1987-07-16,1995-01-11,Paid
82,1987-07-18,1995-01-16,Paid
82,1987-12-25,1996-02-20,Free
82,1988-02-05,1996-06-04,Free
83,1983-01-18,1983-10-21,Free
83,1986-02-13,1991-06-26,Paid
83,1986-08-04,1992-08-29,Paid
83,1986-11-28,1993-06-15,Paid
83,1987-09-26,1995-07-10,Paid
83,1987-11-23,1995-12-02,Paid
84,1982-10-20,1983-03-10,Paid
84,1983-06-07,1984-10-05,Free
84,1984-06-21,1987-05-13,Non-member
84,1984-09-19,1987-12-24,Paid
84,1985-07-08,1989-12-23,Non-member
84,1986-08-12,1992-09-18,Free
84,1986-12-02,1993-06-25,Paid
84,1987-02-14,1993-12-27,Paid
84,1987-05-21,1994-08-24,Paid
84,1987-09-18,1995-06-20,Free
84,1987-11-25,1995-12-07,Paid
84,1987-12-11,1996-01-16,Free
85,1982-12-11,1983-07-18,Paid
85,1983-09-23,1985-07-02,Paid
85,1984-11-22,1988-06-01,Non-member
85,1985-09-12,1990-06-06,Free
85,1986-10-01,1993-01-21,Non-member
85,1987-05-25,1994-09-03,Paid
86,1984-01-25,1986-05-08,Non-member
86,1984-03-29,1986-10-15,Paid
86,1984-04-02,1986-10-25,Free
86,1984-12-30,1988-09-04,Paid
86,1985-02-06,1988-12-08,Free
86,1987-03-14,1994-03-07,Non-member
86,1987-05-03,1994-07-10,Paid
86,1987-05-27,1994-09-08,Free
87,1982-10-18,1983-03-05,Paid
87,1984-02-08,1986-06-12,Non-member
87,1984-04-24,1986-12-19,Paid
87,1984-06-13,1987-04-23,Free
87,1984-07-17,1987-07-17,Non-member
87,1985-12-01,1990-12-23,Free
87,1986-07-03,1992-06-10,Paid
87,1986-09-25,1993-01-06,Paid
87,1986-10-21,1993-03-12,Free
87,1986-12-12,1993-07-20,Paid
88,1983-09-11,1985-06-02,Non-member
88,1984-06-05,1987-04-03,Free
88,1985-07-06,1989-12-18,Non-member
88,1987-11-29,1995-12-17,Paid
89,1983-06-05,1984-09-30,Non-member
89,1984-04-10,1986-11-14,Paid
89,1985-05-15,1989-08-10,Free
89,1985-11-17,1990-11-18,Free
90,1984-08-30,1987-11-04,Non-member
90,1985-08-29,1990-05-02,Paid
90,1985-10-04,1990-07-31,Free
90,1985-10-26,1990-09-24,Non-member
90,1985-12-11,1991-01-17,Free
90,1986-05-20,1992-02-21,Paid
90,1987-05-11,1994-07-30,Free
91,1983-06-13,1984-10-20,Free
91,1983-11-28,1985-12-14,Non-member
91,1984-04-16,1986-11-29,Paid
91,1984-08-18,1987-10-05,Free
91,1985-05-07,1989-07-21,Free
91,1985-05-19,1989-08-20,Paid
91,1985-06-18,1989-11-03,Free
91,1985-09-02,1990-05-12,Free
91,1986-01-24,1991-05-07,Non-member
91,1986-04-12,1991-11-18,Free
91,1987-11-11,1995-11-02,Non-member
92,1983-04-14,1984-05-23,Free
92,1983-12-24,1986-02-17,Free
92,1985-11-11,1990-11-03,Paid
92,1986-02-11,1991-06-21,Paid
92,1986-07-13,1992-07-05,Free
92,1986-09-19,1992-12-22,Free
92,1987-01-25,1993-11-07,Paid
92,1987-03-10,1994-02-25,Free
93,1983-07-01,1984-12-04,Paid
93,1986-01-08,1991-03-28,Free
93,1986-06-17,1992-05-01,Non-member
93,1987-04-15,1994-05-26,Paid
94,1982-12-15,1983-07-28,Non-member
94,1983-02-23,1984-01-19,Paid
94,1983-04-04,1984-04-28,Paid
94,1983-12-14,1986-01-23,Non-member
94,1984-07-09,1987-06-27,Paid
94,1984-12-16,1988-07-31,Free
94,1985-02-12,1988-12-23,Free
94,1986-04-26,1991-12-23,Non-member
94,1986-12-10,1993-07-15,Paid
94,1987-04-25,1994-06-20,Non-member
94,1987-05-19,1994-08-19,Paid
94,1987-11-27,1995-12-12,Paid
95,1985-09-26,1990-07-11,Non-member
95,1986-02-19,1991-07-11,Free
95,1986-02-21,1991-07-16,Free
95,1986-04-22,1991-12-13,Non-member
95,1986-08-20,1992-10-08,Free
95,1987-03-16,1994-03-12,Paid
95,1987-06-06,1994-10-03,Paid
95,1987-09-16,1995-06-15,Non-member
95,1987-11-17,1995-11-17,Free
95,1988-01-26,1996-05-10,Paid
96,1983-04-10,1984-05-13,Paid
96,1983-06-19,1984-11-04,Free
96,1984-02-10,1986-06-17,Paid
96,1984-06-03,1987-03-29,Free
96,1984-10-27,1988-03-28,Paid
96,1985-01-27,1988-11-13,Paid
96,1985-08-21,1990-04-12,Free
96,1985-09-16,1990-06-16,Free
96,1986-02-17,1991-07-06,Non-member
96,1986-03-07,1991-08-20,Paid
96,1986-04-06,1991-11-03,Free
96,1986-09-01,1992-11-07,Non-member
96,1986-10-03,1993-01-26,Free
96,1987-07-30,1995-02-15,Free
96,1987-12-07,1996-01-06,Free
96,1988-01-12,1996-04-05,Paid
97,1982-10-22,1983-03-15,Non-member
97,1982-11-29,1983-06-18,Paid
97,1985-02-08,1988-12-13,Free
97,1986-12-04,1993-06-30,Paid
97,1987-02-08,1993-12-12,Free
98,1983-07-23,1985-01-28,Paid
98,1984-04-20,1986-12-09,Non-member
98,1985-02-10,1988-12-18,Free
98,1986-01-18,1991-04-22,Free
98,1986-03-31,1991-10-19,Free
98,1986-04-08,1991-11-08,Free
98,1986-06-27,1992-05-26,Paid
98,1986-09-15,1992-12-12,Free
98,1986-10-19,1993-03-07,Non-member
99,1982-11-07,1983-04-24,Paid
99,1985-06-14,1989-10-24,Free
99,1985-09-04,1990-05-17,Free
99,1986-06-09,1992-04-11,Non-member
99,1986-11-24,1993-06-05,Free
99,1986-12-16,1993-07-30,Paid
99,1987-07-12,1995-01-01,Paid
99,1987-09-04,1995-05-16,Paid
99,1987-10-06,1995-08-04,Paid
99,1987-12-15,1996-01-26,Free
99,1988-02-07,1996-06-09,Non-member
100,1983-05-20,1984-08-21,Free
100,1984-08-12,1987-09-20,Non-member
100,1985-01-29,1988-11-18,Free
100,1987-09-10,1995-05-31,Non-member
100,1987-10-08,1995-08-09,Paid
100,1988-02-11,1996-06-19,Paid
